Year,Toy #,Col.#,Model Name,Series,Series #,Photo,Bild,,,
2025,HYY58,117,Flippin Fast,Experimotors,2/10,,2025_Experimotors_213.jpg,,,
2025,HYX88,117,Flippin Fast (2nd Color),Experimotors,2/10,,2025_Experimotors_214.jpg,,,
2025,HYY59,118,Skull Shaker,Experimotors,3/10,,2025_Experimotors_215.jpg,,,
2025,HYY60,119,'91 GMC Syclone,HW Hot Trucks,8/10,,2025_HW_Hot_Trucks_216.jpg,,,
2025,JBB89,119,'91 GMC Syclone (2nd Color),HW Hot Trucks,8/10,,2025_HW_Hot_Trucks_217.jpg,,,
2025,HYW22,120,Custom Kia EV6,HW EVNew for 2025!,8/10,,2025_HW_EVNew_for_2025!_218.jpg,,,
2025,HYX63,120,Custom Kia EV6 (2nd Color),HW EVNew for 2025!,8/10,,2025_HW_EVNew_for_2025!_219.jpg,,,
2025,HYY62,121,'67 Ford Mustang Coupe,Then and Now,1/10,,2025_Then_and_Now_220.jpg,,,
2025,HYY63,122,Range Rover Velar,Then and Now,2/10,,2025_Then_and_Now_221.jpg,,,
2025,HYY64,123,2018 Honda Civic Type R,Then and Now,3/10,,2025_Then_and_Now_222.jpg,,,
2025,HYY26,123,2018 Honda Civic Type R (2nd Color),Then and NowDollar Tree/Family Dollar Exclusive,3/10,,2025_Then_and_NowDollar_Tree_Family_223.jpg,,,
2025,JBB77,123,2018 Honda Civic Type R (3rd Color),Then and Now,3/10,,2025_Then_and_Now_224.jpg,,,
2025,HYY65,124,Futurismo,HW Race Day,4/10,,2025_HW_Race_Day_225.jpg,,,
2025,HYX89,124,Futurismo (2nd Color),HW Race Day,4/10,,2025_HW_Race_Day_226.jpg,,,
2025,HYY66,125,2020 Koenigsegg Jesko,HW Race Day,5/10,,2025_HW_Race_Day_227.jpg,,,
2025,JBB59,125,2020 Koenigsegg Jesko (2nd Color),HW Race Day,5/10,,2025_HW_Race_Day_228.jpg,,,
2025,HYY67,126,HW Formula Solar,HW Celebration RacersEarth Day,4/10,,2025_HW_Celebration_RacersEarth_Day_229.jpg,,,
2025,HYY68,127,'92 Ford Mustang,HW: '70s vs. '90s,7/10,,2025_HW:_'70s_vs._'90s_230.jpg,,,
2025,HYY69,128,RRRoadster,Compact Kings,5/10,,2025_Compact_Kings_231.jpg,,,
2025,HYY70,129,'68 Dodge Dart,Compact Kings,6/10,,2025_Compact_Kings_232.jpg,,,
2025,HYY71,130,'20 Jeep Gladiator,HW Dirt,6/10,,2025_HW_Dirt_233.jpg,,,
2025,JBC40,130,'20 Jeep Gladiator,HW DirtSuper Treasure Hunt,6/10,,2025_HW_DirtSuper_Treasure_Hunt_234.jpg,,,
2025,HYY79,131,'71 Dodge Challenger,Muscle Mania,1/10,,2025_Muscle_Mania_235.jpg,,,
2025,HYW62,132,Snoopy,HW Screen Time,7/10,,2025_HW_Screen_Time_236.jpg,,,
2025,HYX28,133,Monster Dairy Delivery,HW Designed By,5/5,,2025_HW_Designed_By_237.jpg,,,
2025,HYX93,133,Monster Dairy Delivery (2nd Color),HW Designed By,5/5,,2025_HW_Designed_By_238.jpg,,,
2025,HYY74,134,'68 Corvette - Gas Monkey Garage,HW Dream Garage,5/5,,2025_HW_Dream_Garage_239.jpg,,,
2025,HYY46,134,'68 Corvette - Gas Monkey Garage (2nd Color),Red EditionTarget Exclusive,9/12,,2025_Red_EditionTarget_Exclusive_240.jpg,,,
2025,HYW30,135,Long Bloc,HW Art CarsNew for 2025!,9/10,,2025_HW_Art_CarsNew_for_2025!_241.jpg,,,
2025,HYX97,135,Long Bloc (2nd Color),HW Art CarsNew for 2025!,9/10,,2025_HW_Art_CarsNew_for_2025!_242.jpg,,,
2025,HYY75,136,Salt Shaker,X-Raycers,10/10,,2025_X-Raycers_243.jpg,,,
2025,HYY76,137,Rapid Pulse,HW First Response,5/5,,2025_HW_First_Response_244.jpg,,,
2025,HYY77,138,Pixel Shaker,HW Ride-Ons,5/5,,2025_HW_Ride-Ons_245.jpg,,,
2025,HYY78,139,Custom '53 Cadillac,Rod Squad,9/10,,2025_Rod_Squad_246.jpg,,,
2025,HYW24,140,Ford Model A Custom '31,HW DirtNew for 2025!,7/10,,2025_HW_DirtNew_for_2025!_247.jpg,,,
2025,,140,Ford Model A Custom '31 (2nd Color),HW DirtNew for 2025!,7/10,,2025_HW_DirtNew_for_2025!_248.jpg,,,
2025,JBC25,141,'85 Honda City Turbo II,HW J-ImportsTreasure Hunt,5/5,,2025_HW_J-ImportsTreasure_Hunt_249.jpg,,,
2025,HYW41,142,McLaren W1,HW Race DayNew for 2025!,6/10,,2025_HW_Race_DayNew_for_2025!_250.jpg,,,
2025,JBC17,142,McLaren W1 (2nd Color),HW Race DayNew for 2025!,6/10,,2025_HW_Race_DayNew_for_2025!_251.jpg,,,
2025,JBC26,143,Birthday Burner,HW Celebration RacersTreasure HuntHappy Birthday!,5/10,,2025_HW_Celebration_RacersTreasure__252.jpg,,,
2025,HYY80,144,Nissan Skyline GT-R (BCNR33),HW: '70s vs. '90s,8/10,,2025_HW:_'70s_vs._'90s_253.jpg,,,
2025,,144,Nissan Skyline GT-R (BCNR33) (2nd Color),HW: '70s vs. '90s,8/10,,2025_HW:_'70s_vs._'90s_254.jpg,,,
2025,HYY81,145,Batmobile,Batman,4/5,,2025_Batman_255.jpg,,,
2025,HYY82,146,Minecart,HW Screen Time,8/10,,2025_HW_Screen_Time_256.jpg,,,
2025,HYY83,147,Chevy El Camino,HW Screen TimeNew in Mainline,9/10,,2025_HW_Screen_TimeNew_in_Mainline_257.jpg,,,
2025,HYW35,148,Cone Shaker,HW MetroNew for 2025!,5/5,,2025_HW_MetroNew_for_2025!_258.jpg,,,
2025,HYY84,149,Quick Bite,Fast Foodie,3/5,,2025_Fast_Foodie_259.jpg,,,
2025,HYY85,150,Honda CB750 Café,HW Moto,1/5,,2025_HW_Moto_260.jpg,,,
2025,HYY37,150,Honda CB750 Café (2nd Color),HW MotoKroger Exclusive,1/5,,2025_HW_MotoKroger_Exclusive_261.jpg,,,
2025,HYY86,151,Rodger Dodger 2.0,HW EV,9/10,,2025_HW_EV_262.jpg,,,
2025,HYY97,152,'19 Chevy Silverado Trail Boss LT,HW Dirt,8/10,,2025_HW_Dirt_263.jpg,,,
2025,HYY88,153,Buns of Steel,Hot Wheels Let's Race,5/5,,2025_Hot_Wheels_Let's_Race_264.jpg,,,
2025,HYW87,154,Porsche 911 Rallye,Safari Mode,2/5,,2025_Safari_Mode_265.jpg,,,
2025,JBC41,154,Porsche 911 Rallye,Safari ModeSuper Treasure Hunt,2/5,,2025_Safari_ModeSuper_Treasure_Hunt_266.jpg,,,
2025,HYY89,155,Big-Air Bel-Air,Safari Mode,3/5,,2025_Safari_Mode_267.jpg,,,
2025,JBB51,155,Big-Air Bel-Air (2nd Color),Safari Mode,3/5,,2025_Safari_Mode_268.jpg,,,
2025,HYY90,156,HW Ultimate T-Rex Transporter,Experimotors,4/10,,2025_Experimotors_269.jpg,,,
2025,HYY91,157,'83 Chevy Silverado,HW Hot Trucks,9/10,,2025_HW_Hot_Trucks_270.jpg,,,
2025,HYW33,158,Hoto Roto,Rod SquadNew for 2025!,10/10,,2025_Rod_SquadNew_for_2025!_271.jpg,,,
2025,HYY92,159,Ford GT,HW Modified,4/5,,2025_HW_Modified_272.jpg,,,
2025,JBB02,160,Crate Racer,Experimotors,5/10,,2025_Experimotors_273.jpg,,,
2025,HYY93,161,'67 Shelby GT500,Mustang 60th,3/5,,2025_Mustang_60th_274.jpg,,,
2025,JBB30,162,2018 Bentley Continental GT3,HW Race Day,7/10,,2025_HW_Race_Day_275.jpg,,,
2025,HYY95,163,'95 Mazda RX-7 Drift,HW: '70s vs. '90sNew in Mainline,9/10,,2025_HW:_'70s_vs._'90sNew_in_Mainli_276.jpg,,,
2025,HYY96,164,'70 Dodge Hemi Challenger,HW: '70s vs. '90s,10/10,,2025_HW:_'70s_vs._'90s_277.jpg,,,
2025,HYY61,165,'69 Mercury Cyclone,Muscle Mania,2/10,,2025_Muscle_Mania_278.jpg,,,
2025,HYY98,166,Disney Steamboat,HW Screen Time,10/10,,2025_HW_Screen_Time_279.jpg,,,
2025,HYX42,167,Mattel Dream Mobile,HW Celebration RacersMattel 80th Anniversary,6/10,,2025_HW_Celebration_RacersMattel_80_280.jpg,,,
2025,JBC27,168,Nissan Leaf NISMO RC_02,HW EVTreasure Hunt,10/10,,2025_HW_EVTreasure_Hunt_281.jpg,,,
2025,JBB00,169,'67 Austin Mini Van,HW Art Cars,10/10,,2025_HW_Art_Cars_282.jpg,,,
2025,JBB68,169,'67 Austin Mini Van (2nd Color),HW Art Cars,10/10,,2025_HW_Art_Cars_283.jpg,,,
2025,JBB01,170,Madfast,Track Aces,3/5,,2025_Track_Aces_284.jpg,,,
2025,HYW36,171,Amaru GTC,Safari ModeNew for 2025!,4/5,,2025_Safari_ModeNew_for_2025!_285.jpg,,,
2025,JBB52,171,Amaru GTC (2nd Color),Safari ModeNew for 2025!,4/5,,2025_Safari_ModeNew_for_2025!_286.jpg,,,
2025,HYW32,172,Renault Espace F1,HW ModifiedNew for 2025!,5/5,,2025_HW_ModifiedNew_for_2025!_287.jpg,,,
2025,JBB03,173,1978 Dodge Li'l Red Express Truck,HW Hot Trucks,10/10,,2025_HW_Hot_Trucks_288.jpg,,,
2025,JBB04,175,'71 Mustang Funny Car,Mustang 60th,4/5,,2025_Mustang_60th_289.jpg,,,
2025,JBC42,175,'71 Mustang Funny Car,Mustang 60thSuper Treasure Hunt,4/5,,2025_Mustang_60thSuper_Treasure_Hun_290.jpg,,,
2025,HYW50,176,'96 Dodge Viper GTS,Then and NowNew for 2025!,4/10,,2025_Then_and_NowNew_for_2025!_291.jpg,,,
2025,JBB07,177,Vespa 90 SS Super Sprint (1966),HW Moto,2/5,,2025_HW_Moto_292.jpg,,,
2025,JBB05,178,'17 Ford F-150 Raptor,HW Dirt,9/10,,2025_HW_Dirt_293.jpg,,,
2025,HYY19,178,'17 Ford F-150 Raptor (2nd Color - Zamac),HW DirtWalmart Exclusive,9/10,,2025_HW_DirtWalmart_Exclusive_294.jpg,,,
2025,JBB06,179,'15 Land Rover Defender Double Cab,HW Dirt,10/10,,2025_HW_Dirt_295.jpg,,,
2025,HYY35,179,'15 Land Rover Defender Double Cab (2nd Color),HW DirtKroger Exclusive,10/10,,2025_HW_DirtKroger_Exclusive_296.jpg,,,
2025,JBC28,180,Chill Mill,Fast FoodieTreasure Hunt,4/5,,2025_Fast_FoodieTreasure_Hunt_297.jpg,,,
2025,HYW43,181,Honda Motocompo,HW MotoNew for 2025!,3/5,,2025_HW_MotoNew_for_2025!_298.jpg,,,
2025,JBC03,181,Honda Motocompo (2nd Color),HW MotoNew for 2025!,3/5,,2025_HW_MotoNew_for_2025!_299.jpg,,,
2025,JBB08,182,'62 Corvette Gasser,HW Reverse Rake,4/5,,2025_HW_Reverse_Rake_300.jpg,,,
2025,JBC43,182,'62 Corvette Gasser,HW Reverse RakeSuper Treasure Hunt,4/5,,2025_HW_Reverse_RakeSuper_Treasure__301.jpg,,,
2025,JBB09,183,Drift'n Break,HW Wagons,1/5,,2025_HW_Wagons_302.jpg,,,
2025,JBB10,184,Track Dwagon,HW Wagons,2/5,,2025_HW_Wagons_303.jpg,,,
2025,HYY34,184,Track Dwagon (2nd Color),HW WagonsKroger Exclusive,2/5,,2025_HW_WagonsKroger_Exclusive_304.jpg,,,
2025,JBB81,184,Track Dwagon (3rd Color),HW Wagons,2/5,,2025_HW_Wagons_305.jpg,,,
2025,HYW38,185,BMW 635 CSi,Wild WidebodyNew for 2025!,1/5,,2025_Wild_WidebodyNew_for_2025!_306.jpg,,,
2025,JBB84,185,BMW 635 CSi (2nd Color),Wild WidebodyNew for 2025!,1/5,,2025_Wild_WidebodyNew_for_2025!_307.jpg,,,
2025,JBB11,186,'89 Mercedes-Benz 560 SEC AMG,Wild Widebody,2/5,,2025_Wild_Widebody_308.jpg,,,
2025,JBB85,186,'89 Mercedes-Benz 560 SEC AMG (2nd Color),Wild Widebody,2/5,,2025_Wild_Widebody_309.jpg,,,
2025,JBB12,187,Porsche 911 Carrera Clip,Experimotors,6/10,,2025_Experimotors_310.jpg,,,
2025,JBC11,187,Porsche 911 Carrera Clip (2nd Color),Experimotors,6/10,,2025_Experimotors_311.jpg,,,
2025,HYW39,188,Decidedly Go,ExperimotorsNew for 2025!,7/10,,2025_ExperimotorsNew_for_2025!_312.jpg,,,
2025,JBB13,189,'67 Mustang,Muscle Mania,3/10,,2025_Muscle_Mania_313.jpg,,,
2025,JBB14,190,Gordon Murray Automotive T.50s,HW Exotics,3/5,,2025_HW_Exotics_314.jpg,,,
2025,HYY48,190,Gordon Murray Automotive T.50s (2nd Color),Red EditionTarget Exclusive,11/12,,2025_Red_EditionTarget_Exclusive_315.jpg,,,
2025,HYW34,191,Ferrari SF90 Stradale,Factory FreshNew for 2025!,5/5,,2025_Factory_FreshNew_for_2025!_316.jpg,,,
2025,HYY08,191,Ferrari SF90 Stradale (2nd Color),Factory FreshNew for 2025!,5/5,,2025_Factory_FreshNew_for_2025!_317.jpg,,,
2025,JBB31,192,Czinger 21C,Peak Pursuit,1/10,,2025_Peak_Pursuit_318.jpg,,,
2025,HYX18,193,'68 Lotus Type 49,HW Race Day,8/10,,2025_HW_Race_Day_319.jpg,,,
2025,HYY17,193,'68 Lotus Type 49 (2nd Color),HW Race DayKroger Exclusive,8/10,,2025_HW_Race_DayKroger_Exclusive_320.jpg,,,
2025,HYW40,195,Alfa Romeo Giulia TI Super,Compact KingsNew for 2025!,7/10,,2025_Compact_KingsNew_for_2025!_321.jpg,,,
2025,HYX24,196,Mazda RX-3,Compact Kings,8/10,,2025_Compact_Kings_322.jpg,,,
2025,HYW42,197,Hot Wheengs,Fast FoodieNew for 2025!,5/5,,2025_Fast_FoodieNew_for_2025!_323.jpg,,,
2025,HYW59,198,Ferrari F40 Competizione,HW ExoticsNew for 2025!,4/5,,2025_HW_ExoticsNew_for_2025!_324.jpg,,,
2025,JBB20,199,Audi 90 quattro,Peak Pursuit,2/10,,2025_Peak_Pursuit_325.jpg,,,
2025,JBC04,199,Audi 90 quattro (2nd Color),Peak Pursuit,2/10,,2025_Peak_Pursuit_326.jpg,,,
2025,JBB21,200,VW T3 Custom,Peak Pursuit,3/10,,2025_Peak_Pursuit_327.jpg,,,
2025,HYY47,200,VW T3 Custom (2nd Color),Red EditionTarget Exclusive,10/12,,2025_Red_EditionTarget_Exclusive_328.jpg,,,
2025,JBB22,201,Honda Civic Custom,HW Reverse Rake,5/5,,2025_HW_Reverse_Rake_329.jpg,,,
2025,JBC29,202,Chevroletor,Track AcesTreasure Hunt,5/5,,2025_Track_AcesTreasure_Hunt_330.jpg,,,
2025,HYW44,203,Lil' Roar,Safari ModeNew for 2025!,5/5,,2025_Safari_ModeNew_for_2025!_331.jpg,,,
2025,JBB23,204,Terra-Tracktyl,HW Track Champs,1/5,,2025_HW_Track_Champs_332.jpg,,,
2025,JBB24,205,Pontiac Aztek Custom,Wild Widebody,3/5,,2025_Wild_Widebody_333.jpg,,,
2025,JBB25,206,Speed Driver,Experimotors,8/10,,2025_Experimotors_334.jpg,,,
2025,JBB26,207,Ravenger S/T,Muscle Mania,4/10,,2025_Muscle_Mania_335.jpg,,,
2025,JBB27,208,'69 Dodge Coronet Superbee,Muscle Mania,5/10,,2025_Muscle_Mania_336.jpg,,,
2025,JBB28,209,McLaren Speedtail,HW Exotics,5/5,,2025_HW_Exotics_337.jpg,,,
2025,JBC44,209,McLaren Speedtail,HW ExoticsSuper Treasure Hunt,5/5,,2025_HW_ExoticsSuper_Treasure_Hunt_338.jpg,,,
2025,JBB29,210,Land Rover Defender 90,Then and Now,5/10,,2025_Then_and_Now_339.jpg,,,
2025,HYY18,210,Land Rover Defender 90 (2nd Color - Zamac),Then and NowWalmart Exclusive,5/10,,2025_Then_and_NowWalmart_Exclusive_340.jpg,,,
2025,JJM44,210,Land Rover Defender 90 (3rd Color),Then and Now,5/10,,2025_Then_and_Now_341.jpg,,,
2025,HYY94,211,Custom '18 Ford Mustang GT,Mustang 60th,5/5,,2025_Mustang_60th_342.jpg,,,
2025,JBC30,212,Honda S800 Racing,Compact KingsTreasure Hunt,9/10,,2025_Compact_KingsTreasure_Hunt_343.jpg,,,
2025,HYW46,213,Lotus Cortina,Compact KingsNew for 2025!,10/10,,2025_Compact_KingsNew_for_2025!_344.jpg,,,
2025,JBB15,214,2013 SRT Viper,Then and Now,6/10,,2025_Then_and_Now_345.jpg,,,
2025,JBB32,215,Blitzspeeder,HW Track Champs,2/5,,2025_HW_Track_Champs_346.jpg,,,
2025,HYW45,216,Quick Chat,ExperimotorsNew for 2025!,9/10,,2025_ExperimotorsNew_for_2025!_347.jpg,,,
2025,JBB33,217,King Kuda,Muscle Mania,6/10,,2025_Muscle_Mania_348.jpg,,,
2025,HYW47,218,Mod Mill,Muscle ManiaNew for 2025!,7/10,,2025_Muscle_ManiaNew_for_2025!_349.jpg,,,
2025,JBB34,219,Ford Mustang Dark Horse,Then and Now,7/10,,2025_Then_and_Now_350.jpg,,,
2025,JBB35,220,Porsche 911 GT3 RS,Then and Now,8/10,,2025_Then_and_Now_351.jpg,,,
2025,JBB36,221,'94 Bugatti EB110 SS,HW Race Day,9/10,,2025_HW_Race_Day_352.jpg,,,
2025,JBC45,221,'94 Bugatti EB110 SS,HW Race DaySuper Treasure Hunt,9/10,,2025_HW_Race_DaySuper_Treasure_Hunt_353.jpg,,,
2025,HYW48,222,Ferrari 365 GTB4 Competizione,HW Race DayNew for 2025!,10/10,,2025_HW_Race_DayNew_for_2025!_354.jpg,,,
2025,JBC19,222,Ferrari 365 GTB4 Competizione (2nd Color),HW Race DayNew for 2025!,10/10,,2025_HW_Race_DayNew_for_2025!_355.jpg,,,
2025,JBB42,231,'73 Honda Civic Custom,Then and Now,9/10,,2025_Then_and_Now_356.jpg,,,
2025,JBC46,231,'73 Honda Civic Custom,Then and NowSuper Treasure Hunt,9/10,,2025_Then_and_NowSuper_Treasure_Hun_357.jpg,,,
2025,JBB44,236,Limited Grip,Peak Pursuit,6/10,,2025_Peak_Pursuit_358.jpg,,,
2025,HYW54,238,Jaguar XJC V12 Coupe,Wild WidebodyNew for 2025!,4/5,,2025_Wild_WidebodyNew_for_2025!_359.jpg,,,
2025,HYY21,238,Jaguar XJC V12 Coupe (2nd Color - Zamac),Wild WidebodyNew for 2025!Walmart Exclusive,4/5,,2025_Wild_WidebodyNew_for_2025!Walm_360.jpg,,,
2025,JBB45,240,'20 Dodge Charger Hellcat,Muscle Mania,9/10,,2025_Muscle_Mania_361.jpg,,,
2025,JBC47,240,'20 Dodge Charger Hellcat,Muscle ManiaSuper Treasure Hunt,9/10,,2025_Muscle_ManiaSuper_Treasure_Hun_362.jpg,,,
2024,HRY51,001,Mazda Autozam,HW Dream GarageNew for 2024!,3/5,,2024_HW_Dream_GarageNew_for_2024!_363.jpg,,,
2024,HTC86,001,Mazda Autozam (2nd Color),HW Dream GarageNew for 2024!,3/5,,2024_HW_Dream_GarageNew_for_2024!_364.jpg,,,
2024,HTB21,002,Batmobile,Batman,1/5,,2024_Batman_365.jpg,,,
2024,HTC83,002,Batmobile (2nd Color),Batman,1/5,,2024_Batman_366.jpg,,,
2024,HRY45,003,Monster High Ghoul Mobile,HW Screen TimeNew for 2024!,1/10,,2024_HW_Screen_TimeNew_for_2024!_367.jpg,,,
2024,HTC80,003,Monster High Ghoul Mobile (2nd Color),HW Screen TimeNew for 2024!,1/10,,2024_HW_Screen_TimeNew_for_2024!_368.jpg,,,
2024,HTB32,004,U.S.S. Enterprise NCC-1701,HW Screen Time,2/10,,2024_HW_Screen_Time_369.jpg,,,
2024,HTB42,005,Hot Wheels High,HW Fast Transit,1/5,,2024_HW_Fast_Transit_370.jpg,,,
2024,HTD52,005,Hot Wheels High (2nd Color),HW Fast Transit,1/5,,2024_HW_Fast_Transit_371.jpg,,,
2024,HTB49,006,Custom Otto,HW Dream Garage,1/5,,2024_HW_Dream_Garage_372.jpg,,,
2024,HTF67,006,Custom Otto (2nd Color),HW Dream GarageKroger Exclusive,1/5,,2024_HW_Dream_GarageKroger_Exclusiv_373.jpg,,,
2024,HTC85,006,Custom Otto (3rd Color),HW Dream Garage,1/5,,2024_HW_Dream_Garage_374.jpg,,,
2024,HTB56,007,'15 Dodge Charger SRT,HW First Response,1/10,,2024_HW_First_Response_375.jpg,,,
2024,HTF73,007,'15 Dodge Charger SRT (2nd Color),Red EditionTarget Exclusive,1/12,,2024_Red_EditionTarget_Exclusive_376.jpg,,,
2024,HTC87,007,'15 Dodge Charger SRT (3rd Color),HW First Response,1/10,,2024_HW_First_Response_377.jpg,,,
2024,HTF15,008,'47 Chevy Fleetline,HW First ResponseTreasure Hunt,2/10,,2024_HW_First_ResponseTreasure_Hunt_378.jpg,,,
2024,HTB57,009,Runway Res-Q,HW First Response,3/10,,2024_HW_First_Response_379.jpg,,,
2024,HTC88,009,Runway Res-Q (2nd Color),HW First Response,3/10,,2024_HW_First_Response_380.jpg,,,
2024,HTB64,010,Mod Speeder,HW Modified,1/10,,2024_HW_Modified_381.jpg,,,
2024,HTD13,010,Mod Speeder (2nd Color),HW Modified,1/10,,2024_HW_Modified_382.jpg,,,
2024,HTB67,011,'76 Greenwood Corvette,HW Modified,2/10,,2024_HW_Modified_383.jpg,,,
2024,HTD67,011,'76 Greenwood Corvette (2nd Color),HW Modified,2/10,,2024_HW_Modified_384.jpg,,,
2024,HTC51,012,Ford GT40,Factory Fresh,2/10,,2024_Factory_Fresh_385.jpg,,,
2024,HTF70,012,Ford GT40 (2nd Color),Factory FreshKroger Exclusive,2/10,,2024_Factory_FreshKroger_Exclusive_386.jpg,,,
2024,HTD34,012,Ford GT40 (3rd Color),Factory Fresh,2/10,,2024_Factory_Fresh_387.jpg,,,
2024,HRY49,013,Czinger 21C,HW Green SpeedNew for 2024!,1/10,,2024_HW_Green_SpeedNew_for_2024!_388.jpg,,,
2024,HTF46,013,Czinger 21C (2nd Color - Zamac),HW Green SpeedNew for 2024!Walmart Exclusive,1/10,,2024_HW_Green_SpeedNew_for_2024!Wal_389.jpg,,,
2024,HTC92,013,Czinger 21C (3rd Color),HW Green SpeedNew for 2024!,1/10,,2024_HW_Green_SpeedNew_for_2024!_390.jpg,,,
2024,HTB79,014,Volvo XC40 Recharge,HW Green Speed,2/10,,2024_HW_Green_Speed_391.jpg,,,
2024,HTF66,014,Volvo XC40 Recharge (2nd Color),HW Green SpeedKroger Exclusive,2/10,,2024_HW_Green_SpeedKroger_Exclusive_392.jpg,,,
2024,HTC81,014,Volvo XC40 Recharge (3rd Color),HW Green Speed,2/10,,2024_HW_Green_Speed_393.jpg,,,
2024,HTB80,015,Tesla Model Y,HW Green Speed,3/10,,2024_HW_Green_Speed_394.jpg,,,
2024,HTC93,015,Tesla Model Y (2nd Color),HW Green Speed,3/10,,2024_HW_Green_Speed_395.jpg,,,
2024,HTB96,016,Skate Grom,HW Xtreme Sports,1/5,,2024_HW_Xtreme_Sports_396.jpg,,,
2024,HTB97,017,Surf's Up,HW Xtreme Sports,2/5,,2024_HW_Xtreme_Sports_397.jpg,,,
2024,HTC01,018,Shark Bite,HW Mega Bite,1/5,,2024_HW_Mega_Bite_398.jpg,,,
2024,HTC94,018,Shark Bite (2nd Color),HW Mega Bite,1/5,,2024_HW_Mega_Bite_399.jpg,,,
2024,HTC12,019,Max Steel,HW Roadsters,1/5,,2024_HW_Roadsters_400.jpg,,,
2024,HTF75,019,Max Steel (2nd Color),Red EditionTarget Exclusive,3/12,,2024_Red_EditionTarget_Exclusive_401.jpg,,,
2024,HTD61,019,Max Steel (3rd Color),HW Roadsters,1/5,,2024_HW_Roadsters_402.jpg,,,
2024,HTC13,020,'70 Plymouth Barracuda,HW Roadsters,3/5,,2024_HW_Roadsters_403.jpg,,,
2024,HTF68,020,'70 Plymouth Barracuda (2nd Color),HW RoadstersKroger Exclusive,3/5,,2024_HW_RoadstersKroger_Exclusive_404.jpg,,,
2024,HTC95,020,'70 Plymouth Barracuda (3rd Color),HW Roadsters,3/5,,2024_HW_Roadsters_405.jpg,,,
2024,HTC17,021,Mighty K,Compact Kings,1/5,,2024_Compact_Kings_406.jpg,,,
2024,HTF45,021,Mighty K (2nd Color - Zamac),Compact KingsWalmart Exclusive,1/5,,2024_Compact_KingsWalmart_Exclusive_407.jpg,,,
2024,HTC96,021,Mighty K (3rd Color),Compact Kings,1/5,,2024_Compact_Kings_408.jpg,,,
2024,HTC18,022,Fiat 500e,Compact Kings,2/5,,2024_Compact_Kings_409.jpg,,,
2024,HTF74,022,Fiat 500e (2nd Color),Red EditionTarget Exclusive,2/12,,2024_Red_EditionTarget_Exclusive_410.jpg,,,
2024,HTD03,022,Fiat 500e (3rd Color),Compact Kings,2/5,,2024_Compact_Kings_411.jpg,,,
2024,HTC48,023,Ford Escort RS2000,Factory Fresh,1/10,,2024_Factory_Fresh_412.jpg,,,
2024,HTF30,023,Ford Escort RS2000,Factory FreshSuper Treasure Hunt,1/10,,2024_Factory_FreshSuper_Treasure_Hu_413.jpg,,,
2024,HTC52,024,2020 Ram 1500 Rebel,Factory Fresh,3/10,,2024_Factory_Fresh_414.jpg,,,
2024,HTD63,024,2020 Ram 1500 Rebel (2nd Color),Factory Fresh,3/10,,2024_Factory_Fresh_415.jpg,,,
2024,HTC55,025,Brick and Motor,Experimotors,1/5,,2024_Experimotors_416.jpg,,,
2024,HTC97,025,Brick and Motor (2nd Color),Experimotors,1/5,,2024_Experimotors_417.jpg,,,
2024,HRY48,026,Punk Rod,Rod SquadNew for 2024!,1/5,,2024_Rod_SquadNew_for_2024!_418.jpg,,,
2024,HTC98,026,Punk Rod (2nd Color),Rod SquadNew for 2024!,1/5,,2024_Rod_SquadNew_for_2024!_419.jpg,,,
2024,HRY95,027,HW Braille Racer - Twin Mill,HW Celebration RacersWorld Braille Day,1/10,,2024_HW_Celebration_RacersWorld_Bra_420.jpg,,,
2024,HTC99,027,HW Braille Racer - Twin Mill (2nd Color),HW Celebration RacersWorld Braille Day,1/10,,2024_HW_Celebration_RacersWorld_Bra_421.jpg,,,
2024,HTB65,028,Lolux,HW Modified,3/10,,2024_HW_Modified_422.jpg,,,
2024,HTC90,028,Lolux (2nd Color),HW Modified,3/10,,2024_HW_Modified_423.jpg,,,
2024,HTB37,029,1956 Corvette,HW Screen Time,3/10,,2024_HW_Screen_Time_424.jpg,,,
2024,HTB43,030,Road Bandit,HW Fast Transit,2/5,,2024_HW_Fast_Transit_425.jpg,,,
2024,HTD27,030,Road Bandit (2nd Color),HW Fast Transit,2/5,,2024_HW_Fast_Transit_426.jpg,,,
2024,HTF16,031,Ain't Fare,HW Fast TransitTreasure Hunt,3/5,,2024_HW_Fast_TransitTreasure_Hunt_427.jpg,,,
2024,HTB50,032,'18 Camaro SS,HW Dream Garage,2/5,,2024_HW_Dream_Garage_428.jpg,,,
2024,HTF31,032,'18 Camaro SS,HW Dream GarageSuper Treasure Hunt,2/5,,2024_HW_Dream_GarageSuper_Treasure__429.jpg,,,
2024,HTB58,033,Humvee,HW First Response,4/10,,2024_HW_First_Response_430.jpg,,,
2024,HTD00,033,Humvee (2nd Color),HW First Response,4/10,,2024_HW_First_Response_431.jpg,,,
2024,HTB59,034,Nissan Patrol Custom,HW First Response,5/10,,2024_HW_First_Response_432.jpg,,,
2024,HTC89,034,Nissan Patrol Custom (2nd Color),HW First Response,5/10,,2024_HW_First_Response_433.jpg,,,
2024,HRY53,035,Drift'n Break,HW ModifiedNew for 2024!,4/10,,2024_HW_ModifiedNew_for_2024!_434.jpg,,,
